Paper Title,title,authors,school/organization_names,author_countries,conference,published_year,forensic_vs_anti
"Digital Forensics as a Service: A game changer R.B. van Baar*, H.M.A. van Beek, E.J. van Eijk","```json
{
    ""title"": ""Digital Forensics as a Service: A game changer""
}
```","```json
{
    ""authors"": ""R.B. van Baar, H.M.A. van Beek, E.J. van Eijk""
}
```","```json
{
    ""school_names"": [""Netherlands Forensics Institute""]
}
```","```json
{
    ""author_countries"": [""Netherlands""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2014""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Digital forensics research: The next 10 years Simson L. Garﬁnkel,"```json
{
    ""title"": ""Digital forensics research: The next 10 years""
}
```","```json
{
    ""authors"": ""Simson L. Garfinkel""
}
```","```json
{
    ""school_names"": [""Naval Postgraduate School""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2010""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Vijay Kumara, George Oikonomoua,*, Theo Tryfonasa, Dan Pagea, Iain Phillipsb","```json
{
    ""title"": ""Digital investigations for IPv6-based Wireless Sensor Networks""
}
```","```json
{
    ""authors"": ""Vijay Kumar, George Oikonomou, Theo Tryfonas, Dan Page, Iain Phillips""
}
```","```json
{
    ""school_names"": [
        ""University of Bristol"",
        ""Loughborough University""
    ]
}
```","```json
{
    ""author_countries"": [""UK""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2014""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Discovering spoliation of evidence through identifying traces on deleted ﬁles in macOS,"```json
{
    ""title"": ""Discovering spoliation of evidence through identifying traces on deleted ﬁles in macOS""
}
```","```json
{
    ""authors"": ""Jihun Joun, Sangjin Lee, Jungheum Park""
}
```","```json
{
    ""school_names"": [""Korea University""]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Distributed forensics and incident response in the enterprise M.I. Cohen *, D. Bilby, G. Caronni","```json
{
    ""title"": ""Distributed forensics and incident response in the enterprise""
}
```","```json
{
    ""authors"": ""M.I. Cohen, D. Bilby, G. Caronni""
}
```","```json
{
    ""school_names"": [""Google Inc, Switzerland""]
}
```","```json
{
    ""author_countries"": [""Switzerland""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2011""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Do digital investigators have to program? A controlled experiment in digital investigation,"```json
{
    ""title"": ""Do digital investigators have to program? A controlled experiment in digital investigation""
}
```","```json
{
    ""authors"": "" Felix C. Freiling, Christian Zoubek""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander-University Erlangen-Nuremberg"",
        ""Technische Hochschule N�rnberg Georg Simon Ohm""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Do You “Relay ” Want to Give Me Away? – Forensic Cues of Smart Relays and Their IoT Companion Apps,"```json
{
    ""title"": ""Do You “Relay ” Want to Give Me Away? – Forensic Cues of Smart Relays and Their IoT Companion Apps""
}
```","```json
{
    ""authors"": ""Maximilian Eichhorn, Gaston Pugliese""
}
```","```json
{
    ""school_names"": [""Friedrich-Alexander-University Erlangen-Nuremberg""]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
DroidKex: Fast extraction of ephemeral TLS keys from the memory of Android apps,"```json
{
    ""title"": ""DroidKex: Fast extraction of ephemeral TLS keys from the memory of Android apps""
}
```","```json
{
    ""authors"": ""Benjamin Taubmann, Omar Alabduljaleel, Hans P. Reiser""
}
```","```json
{
    ""school_names"": [""University of Passau""]
}
```","```json
{
    ""author_countries"": [""Germany"", ""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
DROP (DRone Open source Parser) your drone: Forensic analysis of the DJI Phantom III,"```json
{
    ""title"": ""DROP (DRone Open source Parser) your drone: Forensic analysis of the DJI Phantom III""
}
```","```json
{
    ""authors"": ""Devon R. Clark, Christopher Meffert, Ibrahim Baggili, Frank Breitinger""
}
```","```json
{
    ""school_names"": [
        ""University of New Haven""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Duck Hunt: Memory forensics of USB attack platforms Tyler Thomas*, Mathew Piscitelli, Bhavik Ashok Nahar, Ibrahim Baggili","```json
{
    ""title"": ""Duck Hunt: Memory forensics of USB attack platforms""
}
```","```json
{
    ""authors"": ""Tyler Thomas, Mathew Piscitelli, Bhavik Ashok Nahar, Ibrahim Baggili""
}
```","```json
{
    ""school_names"": [
        ""Connecticut Institute of Technology, UNH""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Dynamic recreation of kernel data structures for live forensics Andrew Casea, Lodovico Marzialea, Golden G. Richard, IIIb,*","```json
{
    ""title"": ""Dynamic recreation of kernel data structures for live forensics""
}
```","```json
{
    ""authors"": ""Andrew Case, Lodovico Marziale, Golden G. Richard III""
}
```","```json
{
    ""school_names"": [
        ""Digital Forensics Solutions, LLC"",
        ""University of New Orleans""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2010""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
E-mail authorship attribution using customized associative classi ﬁcation,"```json
{
    ""title"": ""E-mail authorship attribution using customized associative classification""
}
```","```json
{
    ""authors"": ""Michael R. Schmid, Farkhund Iqbal, Benjamin C.M. Fung""
}
```","```json
{
    ""school_names"": [
        ""Concordia University"",
        ""Zayed University"",
        ""McGill University""
    ]
}
```","```json
{
    ""author_countries"": [""Canada"", ""United Arab Emirates""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Educating judges, prosecutors and lawyers in the use of digital forensic experts","```json
{
    ""title"": ""Educating judges, prosecutors and lawyers in the use of digital forensic experts""
}
```","```json
{
    ""authors"": ""Hans Henseler, Sophie van Loenhout""
}
```","```json
{
    ""school_names"": [
        ""University of Applied Sciences Leiden"",
        ""Netherlands Register of Court Experts""
    ]
}
```","```json
{
    ""author_countries"": [""The Netherlands""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Empirical analysis of solid state disk data retention when used with contemporary operating systems,"```json
{
    ""title"": ""Empirical analysis of solid state disk data retention when used with contemporary operating systems""
}
```","```json
{
    ""authors"": ""Christopher King, Timothy Vidas""
}
```","```json
{
    ""school_names"": [
        ""Carnegie Mellon University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2011""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Enhancing speaker identification in criminal investigations through clusterization and rank-based scoring,"```json
{
    ""title"": ""Enhancing speaker identification in criminal investigations through clusterization and rank-based scoring""
}
```","```json
{
    ""authors"": ""Antonio Artur Moura, Napoleão Nepomuceno, Vasco Furtado""
}
```","```json
{
    ""school_names"": [
        ""University of Fortaleza"",
        ""Empresa de Tecnologia da Informação do Ceará"",
        ""Public Ministry of the State of Ceará"",
        ""Penitentiary Administration Secretariat of the State of Ceará""
    ]
}
```","```json
{
    ""author_countries"": [""Brazil""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Ensuring cross-device portability of electromagnetic side-channel analysis for digital forensics,"```json
{
    ""title"": ""Ensuring cross-device portability of electromagnetic side-channel analysis for digital forensics""
}
```","```json
{
    ""authors"": ""Lojenaa Navanesan, Nhien-An Le-Khac, Mark Scanlon, Kasun De Zoysa, Asanka P. Sayakkara""
}
```","```json
{
    ""school_names"": [
        ""University of Vavuniya, Sri Lanka"",
        ""University of Colombo School of Computing (UCSC), Sri Lanka"",
        ""University College Dublin, Ireland""
    ]
}
```","```json
{
    ""author_countries"": [""Sri Lanka"", ""Ireland""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Evaluating atomicity, and integrity of correct memory acquisition methods","```json
{
    ""title"": ""Evaluating atomicity, and integrity of correct memory acquisition methods""
}
```","```json
{
    ""authors"": ""Michael Gruhn, Felix C. Freiling""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander-University Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Every step you take, I'll be tracking you: Forensic analysis of the tile tracker application","```json
{
    ""title"": ""Every step you take, I'll be tracking you: Forensic analysis of the tile tracker application""
}
```","```json
{
    ""authors"": ""Lauren R. Pace, LaSean A. Salmon, Christopher J. Bowen, Ibrahim Baggili, Golden G. Richard III""
}
```","```json
{
    ""school_names"": [
        ""Louisiana State University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Evidence gathering for network security and forensics Dinil Mon Divakaran*, Kar Wai Fok, Ido Nevat, Vrizlynn L.L. Thing","```json
{
    ""title"": ""Evidence gathering for network security and forensics""
}
```","```json
{
    ""authors"": ""Dinil Mon Divakaran, Kar Wai Fok, Ido Nevat, Vrizlynn L.L. Thing""
}
```","```json
{
    ""school_names"": [
        ""A*STAR Institute for Infocomm Research""
    ]
}
```","```json
{
    ""author_countries"": [""Singapore""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Evidence in the fog eTriage in fog computing systems Jens-Petter Sandvika,b,*, Katrin Frankea, Habtamu Abiec, Andr /C19e Årnesa,d","```json
{
    ""title"": ""Evidence in the fog eTriage in fog computing systems""
}
```","```json
{
    ""authors"": ""Jens-Petter Sandvik, Katrin Franke, Habtamu Abie, Andr Årnes""
}
```","```json
{
    ""school_names"": [
        ""Norwegian University of Science and Technology (NTNU)"",
        ""National Criminal Investigation Service (Kripos)"",
        ""Norwegian Computing Centre"",
        ""White Label Consultancy""
    ]
}
```","```json
{
    ""author_countries"": [""Norway""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"EviPlant: An ef ﬁcient digital forensic challenge creation, manipulation and distribution solution","```json
{
    ""title"": ""EviPlant: An ef ﬁcient digital forensic challenge creation, manipulation and distribution solution""
}
```","```json
{
    ""authors"": ""Mark Scanlon, Xiaoyu Du, David Lillis""
}
```","```json
{
    ""school_names"": [
        ""School of Computer Science, University College Dublin""
    ]
}
```","```json
{
    ""author_countries"": [""Ireland""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Expanding digital forensics education with artifact curation and scalable, accessible exercises via the Artifact Genome Project","```json
{
    ""title"": ""Expanding digital forensics education with artifact curation and scalable, accessible exercises via the Artifact Genome Project""
}
```","```json
{
    ""authors"": ""Cinthya Grajeda, Jessica Berrios, Sankofa Benzo, Emmanuel Ogunwobi, Ibrahim Baggili""
}
```","```json
{
    ""school_names"": [
        ""University of New Haven"",
        ""Louisiana State University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Experience constructing the Artifact Genome Project (AGP): Managing the domain's knowledge one artifact at a time,"```json
{
    ""title"": ""Experience constructing the Artifact Genome Project (AGP): Managing the domain's knowledge one artifact at a time""
}
```","```json
{
    ""authors"": ""Cinthya Grajeda, Laura Sanchez, Ibrahim Baggili, Devon Clark, Frank Breitinger""
}
```","```json
{
    ""school_names"": [
        ""University of New Haven""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
Explainable digital forensics AI: Towards mitigating distrust in AI- based digital forensics analysis using interpretable models,"```json
{
    ""title"": ""Explainable digital forensics AI: Towards mitigating distrust in AI-based digital forensics analysis using interpretable models""
}
```","```json
{
    ""authors"": ""Abiodun A. Solanke""
}
```","```json
{
    ""school_names"": [
        ""CIRSFID Alma-AI, University of Bologna""
    ]
}
```","```json
{
    ""author_countries"": [""Italy""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Exploiting RPMB authentication in a closed source TEE implementation Aya Fukamia,b,*, Richard Buurkea, Zeno Geradtsa,b","```json
{
    ""title"": ""Exploiting RPMB authentication in a closed source TEE implementation""
}
```","```json
{
    ""authors"": ""Aya Fukami, Richard Buurke, Zeno Geradts""
}
```","```json
{
    ""school_names"": [
        ""Netherlands Forensic Institute"",
        ""University of Amsterdam""
    ]
}
```","```json
{
    ""author_countries"": [""Netherlands""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
